"Date","Price","Open","High","Low","Change %"
"Jun 28, 1995","387.05","389.15","387.05","387.05","-0.55%"
"Jun 27, 1995","389.20","389.15","389.20","389.20","-0.06%"
"Jun 26, 1995","389.45","390.00","389.45","389.45","-0.12%"
"Jun 23, 1995","389.90","389.70","389.90","389.90","0.01%"
"Jun 22, 1995","389.85","390.45","389.85","389.85","-0.13%"
"Jun 21, 1995","390.35","390.50","390.35","390.35","-0.08%"
"Jun 20, 1995","390.65","391.25","390.65","390.65","-0.15%"
"Jun 19, 1995","391.25","390.05","391.25","391.25","0.36%"
"Jun 16, 1995","389.85","391.25","389.85","389.85","-0.28%"
"Jun 15, 1995","390.95","387.75","390.95","390.95","0.79%"
"Jun 14, 1995","387.90","386.45","387.90","387.90","0.39%"
"Jun 13, 1995","386.40","387.20","386.40","386.40","-0.21%"
"Jun 12, 1995","387.20","387.95","387.20","387.20","-0.19%"
"Jun 09, 1995","387.95","386.35","387.95","387.95","0.38%"
"Jun 08, 1995","386.50","385.75","386.50","386.50","0.10%"
"Jun 07, 1995","386.10","384.60","386.10","386.10","0.42%"
"Jun 06, 1995","384.50","384.20","384.50","384.50","0.05%"
"Jun 05, 1995","384.30","383.55","384.30","384.30","0.20%"
"Jun 02, 1995","383.55","384.35","383.55","383.55","-0.23%"
"Jun 01, 1995","384.45","384.05","384.45","384.45","0.09%"
"May 31, 1995","384.10","384.55","384.10","384.10","-0.04%"
"May 30, 1995","384.25","386.95","384.25","384.25","-0.71%"
"May 29, 1995","387.00","385.75","387.00","387.00","0.32%"
"May 26, 1995","385.75","385.30","385.75","385.75","0.09%"
"May 25, 1995","385.40","384.00","385.40","385.40","0.36%"
"May 24, 1995","384.00","383.20","384.00","384.00","0.26%"
"May 23, 1995","383.00","381.45","383.00","383.00","0.27%"
"May 22, 1995","381.95","382.30","381.95","381.95","-0.08%"
"May 19, 1995","382.25","383.35","382.25","382.25","-0.27%"
"May 18, 1995","383.30","383.25","383.30","383.30","0.01%"
"May 17, 1995","383.25","384.50","383.25","383.25","-0.33%"
"May 16, 1995","384.50","383.50","384.50","384.50","-0.04%"
"May 15, 1995","384.65","383.55","384.65","384.65","0.30%"
"May 12, 1995","383.50","383.30","383.50","383.50","0.07%"
"May 11, 1995","383.25","383.95","383.25","383.25","-0.14%"
"May 10, 1995","383.80","383.70","383.80","383.80","0.07%"
"May 09, 1995","383.55","389.65","383.55","383.55","-1.55%"
"May 08, 1995","389.60","390.25","389.60","389.60","-0.37%"
"May 05, 1995","391.05","391.45","391.05","391.05","-0.05%"
"May 04, 1995","391.25","389.85","391.25","391.25","0.42%"
"May 03, 1995","389.60","389.35","389.60","389.60","0.12%"
"May 02, 1995","389.15","388.05","389.15","389.15","0.32%"
"May 01, 1995","387.90","386.50","387.90","387.90","0.30%"
"Apr 28, 1995","386.75","389.50","386.75","386.75","-0.64%"
"Apr 27, 1995","389.25","386.25","389.25","389.25","0.78%"
"Apr 26, 1995","386.25","390.10","386.25","386.25","-0.97%"
"Apr 25, 1995","390.05","390.70","390.05","390.05","-0.08%"
"Apr 24, 1995","390.35","390.85","390.35","390.35","0.08%"
"Apr 21, 1995","390.05","392.05","390.05","390.05","-0.47%"
"Apr 20, 1995","391.90","394.30","391.90","391.90","-0.65%"
"Apr 19, 1995","394.45","396.25","394.45","394.45","-0.45%"
"Apr 18, 1995","396.25","393.45","396.25","396.25","0.67%"
"Apr 17, 1995","393.60","390.90","393.60","393.60","0.54%"
"Apr 14, 1995","391.50","390.50","391.50","391.50","0.41%"
"Apr 13, 1995","389.90","389.85","389.90","389.90","-0.01%"
"Apr 12, 1995","389.95","390.55","389.95","389.95","-0.09%"
"Apr 11, 1995","390.30","389.55","390.30","390.30","0.19%"
"Apr 10, 1995","389.55","392.25","389.55","389.55","-0.79%"
"Apr 07, 1995","392.65","393.55","392.65","392.65","-0.18%"
"Apr 06, 1995","393.35","394.75","393.35","393.35","-0.34%"
"Apr 05, 1995","394.70","392.00","394.70","394.70","0.74%"
"Apr 04, 1995","391.80","392.15","391.80","391.80","-0.08%"
"Apr 03, 1995","392.10","391.25","392.10","392.10","0.35%"
"Mar 31, 1995","390.75","385.95","390.75","390.75","1.30%"
"Mar 30, 1995","385.75","382.15","385.75","385.75","0.94%"
"Mar 29, 1995","382.15","382.55","382.15","382.15","-0.12%"
"Mar 28, 1995","382.60","381.90","382.60","382.60","0.18%"
"Mar 27, 1995","381.90","382.40","381.90","381.90","-0.01%"
"Mar 24, 1995","381.95","383.70","381.95","381.95","-0.49%"
"Mar 23, 1995","383.85","382.55","383.85","383.85","0.33%"
"Mar 22, 1995","382.60","382.20","382.60","382.60","0.17%"
"Mar 21, 1995","381.95","382.65","381.95","381.95","-0.21%"
"Mar 20, 1995","382.75","383.60","382.75","382.75","-0.17%"
"Mar 17, 1995","383.40","384.45","383.40","383.40","-0.26%"
"Mar 16, 1995","384.40","386.55","384.40","384.40","-0.52%"
"Mar 15, 1995","386.40","386.00","386.40","386.40","0.17%"
"Mar 14, 1995","385.75","385.05","385.75","385.75","0.19%"
"Mar 13, 1995","385.00","382.55","385.00","385.00","0.82%"
"Mar 10, 1995","381.85","381.00","381.85","381.85","0.12%"
"Mar 09, 1995","381.40","379.70","381.40","381.40","0.39%"
"Mar 08, 1995","379.90","383.70","379.90","379.90","-1.05%"
"Mar 07, 1995","383.95","379.05","383.95","383.95","1.33%"
"Mar 06, 1995","378.90","376.85","378.90","378.90","0.60%"
"Mar 03, 1995","376.65","376.65","376.65","376.65","0.00%"
"Mar 02, 1995","376.65","374.75","376.65","376.65","0.47%"
"Mar 01, 1995","374.90","377.20","374.90","374.90","-0.52%"
"Feb 28, 1995","376.85","376.45","376.85","376.85","0.13%"
"Feb 27, 1995","376.35","377.00","376.35","376.35","-0.07%"
"Feb 24, 1995","376.60","379.20","376.60","376.60","-0.69%"
"Feb 23, 1995","379.20","379.50","379.20","379.20","-0.08%"
"Feb 22, 1995","379.50","378.55","379.50","379.50","0.30%"
"Feb 21, 1995","378.35","379.40","378.35","378.35","-0.28%"
"Feb 20, 1995","379.40","378.90","379.40","379.40","0.25%"
"Feb 17, 1995","378.45","376.60","378.45","378.45","0.54%"
"Feb 16, 1995","376.40","376.35","376.40","376.40","0.01%"
"Feb 15, 1995","376.35","376.35","376.35","376.35","0.07%"
"Feb 14, 1995","376.10","375.25","376.10","376.10","0.17%"
"Feb 13, 1995","375.45","376.25","375.45","375.45","-0.15%"
"Feb 10, 1995","376.00","376.00","376.00","376.00","-0.01%"
"Feb 09, 1995","376.05","375.60","376.05","376.05","0.11%"
"Feb 08, 1995","375.65","374.55","375.65","375.65","0.31%"
"Feb 07, 1995","374.50","375.70","374.50","374.50","-0.31%"
"Feb 06, 1995","375.65","375.65","375.65","375.65","-0.08%"
"Feb 03, 1995","375.95","376.30","375.95","375.95","-0.13%"
"Feb 02, 1995","376.45","376.10","376.45","376.45","0.08%"
"Feb 01, 1995","376.15","375.00","376.15","376.15","0.29%"
"Jan 31, 1995","375.05","376.90","375.05","375.05","-0.48%"
"Jan 30, 1995","376.85","376.95","376.85","376.85","-0.04%"
"Jan 27, 1995","377.00","381.55","377.00","377.00","-1.21%"
"Jan 26, 1995","381.60","380.90","381.60","381.60","0.20%"
"Jan 25, 1995","380.85","381.55","380.85","380.85","-0.20%"
"Jan 24, 1995","381.60","381.40","381.60","381.60","0.12%"
"Jan 23, 1995","381.15","385.45","381.15","381.15","-0.99%"
"Jan 20, 1995","384.95","383.05","384.95","384.95","0.44%"
"Jan 19, 1995","383.25","382.25","383.25","383.25","0.25%"
"Jan 18, 1995","382.30","380.25","382.30","382.30","0.51%"
"Jan 17, 1995","380.35","377.75","380.35","380.35","0.69%"
"Jan 16, 1995","377.75","379.10","377.75","377.75","-0.22%"
"Jan 13, 1995","378.60","380.20","378.60","378.60","-0.42%"
"Jan 12, 1995","380.20","376.50","380.20","380.20","0.97%"
"Jan 11, 1995","376.55","374.70","376.55","376.55","0.49%"
"Jan 10, 1995","374.70","373.50","374.70","374.70","0.38%"
"Jan 09, 1995","373.30","371.60","373.30","373.30","0.36%"
"Jan 06, 1995","371.95","375.80","371.95","371.95","-0.96%"
"Jan 05, 1995","375.55","375.00","375.55","375.55","0.27%"
"Jan 04, 1995","374.55","379.75","374.55","374.55","-1.36%"
"Jan 03, 1995","379.70","383.25","379.70","379.70","-0.90%"
"Jan 02, 1995","383.15","383.15","383.15","383.15","0.08%"
"Dec 30, 1994","382.85","382.55","382.85","382.85","0.08%"
"Dec 29, 1994","382.55","383.45","382.55","382.55","-0.34%"
"Dec 28, 1994","383.85","381.55","383.85","383.85","0.59%"
"Dec 27, 1994","381.60","381.10","381.60","381.60","0.16%"
"Dec 26, 1994","381.00","381.00","381.00","381.00","0.17%"
"Dec 23, 1994","380.35","380.95","380.35","380.35","-0.16%"
"Dec 22, 1994","380.95","381.70","380.95","380.95","-0.24%"
"Dec 21, 1994","381.85","382.00","381.85","381.85","0.00%"
"Dec 20, 1994","381.85","379.95","381.85","381.85","0.49%"
"Dec 19, 1994","380.00","378.70","380.00","380.00","0.20%"
"Dec 16, 1994","379.25","380.00","379.25","379.25","-0.33%"
"Dec 15, 1994","380.50","378.95","380.50","380.50","0.38%"
"Dec 14, 1994","379.05","378.00","379.05","379.05","0.28%"
"Dec 13, 1994","378.00","377.70","378.00","378.00","0.01%"
"Dec 12, 1994","377.95","377.40","377.95","377.95","0.16%"
"Dec 09, 1994","377.35","377.25","377.35","377.35","0.01%"
"Dec 08, 1994","377.30","376.70","377.30","377.30","0.15%"
"Dec 07, 1994","376.75","376.60","376.75","376.75","0.05%"
"Dec 06, 1994","376.55","375.85","376.55","376.55","0.13%"
"Dec 05, 1994","376.05","376.90","376.05","376.05","-0.20%"
"Dec 02, 1994","376.80","379.55","376.80","376.80","-0.74%"
"Dec 01, 1994","379.60","380.85","379.60","379.60","-0.43%"
"Nov 30, 1994","381.25","383.00","381.25","381.25","-0.50%"
"Nov 29, 1994","383.15","383.30","383.15","383.15","-0.04%"
"Nov 28, 1994","383.30","385.20","383.30","383.30","-0.45%"
"Nov 25, 1994","385.05","384.50","385.05","385.05","0.14%"
"Nov 24, 1994","384.50","384.45","384.50","384.50","-0.05%"
"Nov 23, 1994","384.70","383.60","384.70","384.70","0.27%"
"Nov 22, 1994","383.65","383.55","383.65","383.65","0.07%"
"Nov 21, 1994","383.40","384.25","383.40","383.40","-0.25%"
"Nov 18, 1994","384.35","385.70","384.35","384.35","-0.29%"
"Nov 17, 1994","385.45","386.30","385.45","385.45","-0.23%"
"Nov 16, 1994","386.35","386.50","386.35","386.35","-0.05%"
"Nov 15, 1994","386.55","384.95","386.55","386.55","0.43%"
"Nov 14, 1994","384.90","385.10","384.90","384.90","-0.09%"
"Nov 11, 1994","385.25","385.15","385.25","385.25","0.04%"
"Nov 10, 1994","385.10","383.80","385.10","385.10","0.30%"
"Nov 09, 1994","383.95","384.20","383.95","383.95","-0.05%"
"Nov 08, 1994","384.15","382.45","384.15","384.15","0.43%"
"Nov 07, 1994","382.50","383.75","382.50","382.50","-0.27%"
"Nov 04, 1994","383.55","383.45","383.55","383.55","0.00%"
"Nov 03, 1994","383.55","384.70","383.55","383.55","-0.23%"
"Nov 02, 1994","384.45","384.70","384.45","384.45","0.00%"
"Nov 01, 1994","384.45","383.95","384.45","384.45","0.12%"
"Oct 31, 1994","384.00","386.80","384.00","384.00","-0.81%"
"Oct 28, 1994","387.15","388.25","387.15","387.15","-0.24%"
"Oct 27, 1994","388.10","389.15","388.10","388.10","-0.26%"
"Oct 26, 1994","389.10","389.25","389.10","389.10","-0.06%"
"Oct 25, 1994","389.35","389.70","389.35","389.35","-0.08%"
"Oct 24, 1994","389.65","390.75","389.65","389.65","-0.31%"
"Oct 21, 1994","390.85","391.00","390.85","390.85","-0.05%"
"Oct 20, 1994","391.05","390.30","391.05","391.05","0.19%"
"Oct 19, 1994","390.30","388.95","390.30","390.30","0.33%"
"Oct 18, 1994","389.00","389.95","389.00","389.00","-0.24%"
"Oct 17, 1994","389.95","388.15","389.95","389.95","0.59%"
"Oct 14, 1994","387.65","387.10","387.65","387.65","0.21%"
"Oct 13, 1994","386.85","388.25","386.85","386.85","-0.31%"
"Oct 12, 1994","388.05","388.05","388.05","388.05","0.03%"
"Oct 11, 1994","387.95","390.65","387.95","387.95","-0.69%"
"Oct 10, 1994","390.65","391.45","390.65","390.65","-0.15%"
"Oct 07, 1994","391.25","392.35","391.25","391.25","-0.28%"
"Oct 06, 1994","392.35","391.75","392.35","392.35","0.11%"
"Oct 05, 1994","391.90","392.85","391.90","391.90","-0.19%"
"Oct 04, 1994","392.65","394.70","392.65","392.65","-0.54%"
"Oct 03, 1994","394.80","395.00","394.80","394.80","-0.01%"
"Sep 30, 1994","394.85","395.55","394.85","394.85","-0.16%"
"Sep 29, 1994","395.50","394.00","395.50","395.50","0.28%"
"Sep 28, 1994","394.40","397.40","394.40","394.40","-0.80%"
"Sep 27, 1994","397.60","394.15","397.60","397.60","0.85%"
"Sep 26, 1994","394.25","396.25","394.25","394.25","-0.43%"
"Sep 23, 1994","395.95","396.65","395.95","395.95","-0.13%"
"Sep 22, 1994","396.45","393.85","396.45","396.45","0.65%"
"Sep 21, 1994","393.90","394.00","393.90","393.90","0.04%"
"Sep 20, 1994","393.75","390.65","393.75","393.75","0.83%"
"Sep 19, 1994","390.50","389.65","390.50","390.50","0.17%"
"Sep 16, 1994","389.85","388.15","389.85","389.85","0.44%"
"Sep 15, 1994","388.15","388.55","388.15","388.15","-0.13%"
"Sep 14, 1994","388.65","390.90","388.65","388.65","-0.52%"
"Sep 13, 1994","390.70","390.80","390.70","390.70","-0.05%"
"Sep 12, 1994","390.90","392.00","390.90","390.90","-0.28%"
"Sep 09, 1994","392.00","390.35","392.00","392.00","0.40%"
"Sep 08, 1994","390.45","389.70","390.45","390.45","0.18%"
"Sep 07, 1994","389.75","387.90","389.75","389.75","0.45%"
"Sep 06, 1994","388.00","387.20","388.00","388.00","0.21%"
"Sep 05, 1994","387.20","387.25","387.20","387.20","0.01%"
"Sep 02, 1994","387.15","386.95","387.15","387.15","0.03%"
"Sep 01, 1994","387.05","386.25","387.05","387.05","0.21%"
"Aug 31, 1994","386.25","386.25","386.25","386.25","-0.03%"
"Aug 30, 1994","386.35","386.65","386.35","386.35","-0.12%"
"Aug 29, 1994","386.80","383.25","386.80","386.80","0.85%"
"Aug 26, 1994","383.55","383.55","383.55","383.55","0.03%"
"Aug 25, 1994","383.45","383.90","383.45","383.45","-0.14%"
"Aug 24, 1994","384.00","381.80","384.00","384.00","0.58%"
"Aug 23, 1994","381.80","381.60","381.80","381.80","0.01%"
"Aug 22, 1994","381.75","381.75","381.75","381.75","-0.10%"
"Aug 19, 1994","382.15","381.45","382.15","382.15","0.21%"
"Aug 18, 1994","381.35","377.25","381.35","381.35","1.03%"
"Aug 17, 1994","377.45","377.60","377.45","377.45","0.00%"
"Aug 16, 1994","377.45","377.45","377.45","377.45","-0.05%"
"Aug 15, 1994","377.65","377.00","377.65","377.65","0.23%"
"Aug 12, 1994","376.80","379.05","376.80","376.80","-0.55%"
"Aug 11, 1994","378.90","377.65","378.90","378.90","0.34%"
"Aug 10, 1994","377.60","377.80","377.60","377.60","-0.11%"
"Aug 09, 1994","378.00","377.15","378.00","378.00","0.25%"
"Aug 08, 1994","377.05","378.25","377.05","377.05","-0.24%"
"Aug 05, 1994","377.95","378.00","377.95","377.95","0.03%"
"Aug 04, 1994","377.85","378.20","377.85","377.85","-0.11%"
"Aug 03, 1994","378.25","379.50","378.25","378.25","-0.36%"
"Aug 02, 1994","379.60","383.80","379.60","379.60","-1.07%"
"Aug 01, 1994","383.70","384.45","383.70","383.70","0.07%"
"Jul 29, 1994","383.45","385.25","383.45","383.45","-0.49%"
"Jul 28, 1994","385.35","387.65","385.35","385.35","-0.59%"
"Jul 27, 1994","387.65","387.00","387.65","387.65","0.14%"
"Jul 26, 1994","387.10","385.25","387.10","387.10","0.52%"
"Jul 25, 1994","385.10","385.20","385.10","385.10","0.01%"
"Jul 22, 1994","385.05","384.60","385.05","385.05","0.14%"
"Jul 21, 1994","384.50","385.65","384.50","384.50","-0.29%"
"Jul 20, 1994","385.60","386.55","385.60","385.60","-0.28%"
"Jul 19, 1994","386.70","386.05","386.70","386.70","0.18%"
"Jul 18, 1994","386.00","386.05","386.00","386.00","-0.01%"
"Jul 15, 1994","386.05","384.30","386.05","386.05","0.47%"
"Jul 14, 1994","384.25","383.55","384.25","384.25","0.17%"
"Jul 13, 1994","383.60","385.60","383.60","383.60","-0.52%"
"Jul 12, 1994","385.60","387.30","385.60","385.60","-0.43%"
"Jul 11, 1994","387.25","384.95","387.25","387.25","0.72%"
"Jul 08, 1994","384.50","384.75","384.50","384.50","-0.04%"
"Jul 07, 1994","384.65","384.05","384.65","384.65","0.18%"
"Jul 06, 1994","383.95","386.00","383.95","383.95","-0.54%"
"Jul 05, 1994","386.05","387.05","386.05","386.05","-0.23%"
"Jul 04, 1994","386.95","387.05","386.95","386.95","0.00%"
"Jul 01, 1994","386.95","386.20","386.95","386.95","0.31%"
"Jun 30, 1994","385.75","385.05","385.75","385.75","0.16%"
"Jun 29, 1994","385.15","386.45","385.15","385.15","-0.32%"
"Jun 28, 1994","386.40","385.20","386.40","386.40","0.31%"
"Jun 27, 1994","385.20","391.25","385.20","385.20","-1.47%"
"Jun 24, 1994","390.95","389.75","390.95","390.95","0.30%"
"Jun 23, 1994","389.80","389.70","389.80","389.80","-0.04%"
"Jun 22, 1994","389.95","393.75","389.95","389.95","-0.94%"
"Jun 21, 1994","393.65","389.25","393.65","393.65","1.08%"
"Jun 20, 1994","389.45","391.25","389.45","389.45","-0.59%"
"Jun 17, 1994","391.75","385.75","391.75","391.75","1.58%"
"Jun 16, 1994","385.65","386.90","385.65","385.65","-0.31%"
"Jun 15, 1994","386.85","384.60","386.85","386.85","0.64%"
"Jun 14, 1994","384.40","383.70","384.40","384.40","0.26%"
"Jun 13, 1994","383.40","383.65","383.40","383.40","-0.04%"
"Jun 10, 1994","383.55","383.25","383.55","383.55","0.14%"
"Jun 09, 1994","383.00","382.20","383.00","383.00","0.20%"
"Jun 08, 1994","382.25","381.50","382.25","382.25","0.24%"
"Jun 07, 1994","381.35","380.35","381.35","381.35","0.22%"
"Jun 06, 1994","380.50","380.70","380.50","380.50","-0.07%"
"Jun 03, 1994","380.75","384.00","380.75","380.75","-0.86%"
"Jun 02, 1994","384.05","383.60","384.05","384.05","0.10%"
"Jun 01, 1994","383.65","387.00","383.65","383.65","-0.83%"
"May 31, 1994","386.85","385.45","386.85","386.85","0.42%"
"May 30, 1994","385.25","384.70","385.25","385.25","0.13%"
"May 27, 1994","384.75","384.35","384.75","384.75","0.08%"
"May 26, 1994","384.45","386.65","384.45","384.45","-0.58%"
"May 25, 1994","386.70","386.75","386.70","386.70","-0.10%"
"May 24, 1994","387.10","388.85","387.10","387.10","-0.50%"
"May 23, 1994","389.05","385.25","389.05","389.05","0.87%"
"May 20, 1994","385.70","381.60","385.70","385.70","1.11%"
"May 19, 1994","381.45","381.90","381.45","381.45","-0.08%"
"May 18, 1994","381.75","381.05","381.75","381.75","0.13%"
"May 17, 1994","381.25","382.90","381.25","381.25","-0.37%"
"May 16, 1994","382.65","380.95","382.65","382.65","0.50%"
"May 13, 1994","380.75","380.20","380.75","380.75","0.13%"
"May 12, 1994","380.25","382.05","380.25","380.25","-0.47%"
"May 11, 1994","382.05","379.00","382.05","382.05","0.82%"
"May 10, 1994","378.95","381.45","378.95","378.95","-0.63%"
"May 09, 1994","381.35","382.50","381.35","381.35","-0.57%"
"May 06, 1994","383.55","373.95","383.55","383.55","2.65%"
"May 05, 1994","373.65","376.55","373.65","373.65","-0.74%"
"May 04, 1994","376.45","375.65","376.45","376.45","0.19%"
"May 03, 1994","375.75","376.35","375.75","375.75","-0.16%"
"May 02, 1994","376.35","376.85","376.35","376.35","-0.16%"
"Apr 29, 1994","376.95","375.75","376.95","376.95","0.25%"
"Apr 28, 1994","376.00","374.65","376.00","376.00","0.47%"
"Apr 27, 1994","374.25","374.25","374.25","374.25","0.00%"
"Apr 26, 1994","374.25","373.45","374.25","374.25","0.23%"
"Apr 25, 1994","373.40","371.25","373.40","373.40","0.63%"
"Apr 22, 1994","371.05","373.45","371.05","371.05","-0.64%"
"Apr 21, 1994","373.45","372.60","373.45","373.45","0.19%"
"Apr 20, 1994","372.75","372.35","372.75","372.75","0.19%"
"Apr 19, 1994","372.05","377.25","372.05","372.05","-1.35%"
"Apr 18, 1994","377.15","377.80","377.15","377.15","-0.22%"
"Apr 15, 1994","378.00","378.50","378.00","378.00","-0.15%"
"Apr 14, 1994","378.55","378.55","378.55","378.55","0.01%"
"Apr 13, 1994","378.50","379.05","378.50","378.50","-0.12%"
"Apr 12, 1994","378.95","378.80","378.95","378.95","0.05%"
"Apr 11, 1994","378.75","384.50","378.75","378.75","-1.43%"
"Apr 08, 1994","384.25","384.75","384.25","384.25","-0.13%"
"Apr 07, 1994","384.75","385.05","384.75","384.75","-0.08%"
"Apr 06, 1994","385.05","384.75","385.05","385.05","0.12%"
"Apr 05, 1994","384.60","387.25","384.60","384.60","-0.71%"
"Apr 04, 1994","387.35","391.00","387.35","387.35","-0.53%"
"Apr 01, 1994","389.40","392.00","389.40","389.40","-0.63%"
"Mar 31, 1994","391.85","386.30","391.85","391.85","1.48%"
"Mar 30, 1994","386.15","385.75","386.15","386.15","0.03%"
"Mar 29, 1994","386.05","388.25","386.05","386.05","-0.57%"
"Mar 28, 1994","388.25","391.15","388.25","388.25","-0.67%"
"Mar 25, 1994","390.85","391.10","390.85","390.85","-0.10%"
"Mar 24, 1994","391.25","387.10","391.25","391.25","1.14%"
"Mar 23, 1994","386.85","389.10","386.85","386.85","-0.62%"
"Mar 22, 1994","389.25","385.65","389.25","389.25","0.65%"
"Mar 21, 1994","386.75","386.75","386.75","386.75","-0.08%"
"Mar 18, 1994","387.05","383.05","387.05","387.05","1.15%"
"Mar 17, 1994","382.65","384.75","382.65","382.65","-0.62%"
"Mar 16, 1994","385.05","387.00","385.05","385.05","-0.47%"
"Mar 15, 1994","386.85","386.50","386.85","386.85","0.08%"
"Mar 14, 1994","386.55","385.50","386.55","386.55","0.38%"
"Mar 11, 1994","385.10","386.40","385.10","385.10","-0.39%"
"Mar 10, 1994","386.60","378.95","386.60","386.60","1.96%"
"Mar 09, 1994","379.15","376.75","379.15","379.15","0.64%"
"Mar 08, 1994","376.75","376.00","376.75","376.75","0.16%"
"Mar 07, 1994","376.15","377.25","376.15","376.15","-0.21%"
"Mar 04, 1994","376.95","377.25","376.95","376.95","-0.17%"
"Mar 03, 1994","377.60","377.85","377.60","377.60","-0.07%"
"Mar 02, 1994","377.85","378.55","377.85","377.85","-0.17%"
"Mar 01, 1994","378.50","381.55","378.50","378.50","-0.79%"
"Feb 28, 1994","381.50","378.50","381.50","381.50","0.78%"
"Feb 25, 1994","378.55","376.55","378.55","378.55","0.54%"
"Feb 24, 1994","376.50","377.75","376.50","376.50","-0.33%"
"Feb 23, 1994","377.75","377.95","377.75","377.75","-0.03%"
"Feb 22, 1994","377.85","380.00","377.85","377.85","-0.62%"
"Feb 21, 1994","380.20","380.25","380.20","380.20","0.05%"
"Feb 18, 1994","380.00","383.00","380.00","380.00","-0.75%"
"Feb 17, 1994","382.88","384.07","382.88","382.88","-0.17%"
"Feb 16, 1994","383.55","383.00","383.55","383.55","0.04%"
"Feb 15, 1994","383.38","383.38","383.38","383.38","-0.13%"
"Feb 14, 1994","383.88","379.62","383.88","383.88","0.94%"
"Feb 11, 1994","380.30","381.70","380.30","380.30","-0.38%"
"Feb 10, 1994","381.75","383.25","381.75","381.75","-0.46%"
"Feb 09, 1994","383.50","382.35","383.50","383.50","0.29%"
"Feb 08, 1994","382.38","378.98","382.38","382.38","0.86%"
"Feb 07, 1994","379.12","387.57","379.12","379.12","-2.00%"
"Feb 04, 1994","386.85","387.10","386.85","386.85","-0.15%"
"Feb 03, 1994","387.45","384.70","387.45","387.45","0.60%"
"Feb 02, 1994","385.15","384.95","385.15","385.15","0.20%"
"Feb 01, 1994","384.40","381.75","384.40","384.40","0.56%"
"Jan 31, 1994","382.25","378.00","382.25","382.25","1.38%"
"Jan 28, 1994","377.05","375.75","377.05","377.05","0.28%"
"Jan 27, 1994","376.00","384.50","376.00","376.00","-2.24%"
"Jan 26, 1994","384.60","382.05","384.60","384.60","0.81%"
"Jan 25, 1994","381.50","381.60","381.50","381.50","0.04%"
"Jan 24, 1994","381.35","380.00","381.35","381.35","0.00%"
"Jan 21, 1994","381.35","387.60","381.35","381.35","-1.60%"
"Jan 20, 1994","387.55","392.55","387.55","387.55","-1.29%"
"Jan 19, 1994","392.60","392.55","392.60","392.60","-0.04%"
"Jan 18, 1994","392.75","391.35","392.75","392.75","0.33%"
"Jan 17, 1994","391.45","389.75","391.45","391.45","0.49%"
"Jan 14, 1994","389.55","390.00","389.55","389.55","-0.10%"
"Jan 13, 1994","389.95","386.00","389.95","389.95","0.96%"
"Jan 12, 1994","386.25","388.15","386.25","386.25","-0.44%"
"Jan 11, 1994","387.95","384.75","387.95","387.95","0.81%"
"Jan 10, 1994","384.85","386.00","384.85","384.85","-0.43%"
"Jan 07, 1994","386.50","388.80","386.50","386.50","-0.64%"
"Jan 06, 1994","389.00","390.90","389.00","389.00","-0.50%"
"Jan 05, 1994","390.95","393.40","390.95","390.95","-0.67%"
"Jan 04, 1994","393.60","394.05","393.60","393.60","-0.04%"
"Jan 03, 1994","393.75","390.80","393.75","393.75","0.77%"
"Dec 31, 1993","390.75","390.50","390.75","390.75","0.00%"
"Dec 30, 1993","390.75","390.40","390.75","390.75","0.13%"
"Dec 29, 1993","390.25","387.15","390.25","390.25","0.70%"
"Dec 28, 1993","387.55","388.10","387.55","387.55","-0.10%"
"Dec 27, 1993","387.95","386.40","387.95","387.95","0.31%"
"Dec 24, 1993","386.75","385.95","386.75","386.75","0.18%"
"Dec 23, 1993","386.05","386.25","386.05","386.05","-0.10%"
"Dec 22, 1993","386.45","387.20","386.45","386.45","-0.26%"
"Dec 21, 1993","387.45","388.90","387.45","387.45","-0.46%"
"Dec 20, 1993","389.25","387.40","389.25","389.25","0.52%"
"Dec 17, 1993","387.25","385.60","387.25","387.25","0.39%"
"Dec 16, 1993","385.75","387.15","385.75","385.75","-0.35%"
"Dec 15, 1993","387.10","387.05","387.10","387.10","0.04%"
"Dec 14, 1993","386.95","387.05","386.95","386.95","0.09%"
"Dec 13, 1993","386.60","383.45","386.60","386.60","0.90%"
"Dec 10, 1993","383.15","381.70","383.15","383.15","0.30%"
"Dec 09, 1993","382.00","383.50","382.00","382.00","-0.46%"
"Dec 08, 1993","383.75","377.35","383.75","383.75","1.67%"
"Dec 07, 1993","377.45","375.90","377.45","377.45","0.37%"
"Dec 06, 1993","376.05","376.55","376.05","376.05","-0.19%"
"Dec 03, 1993","376.75","374.05","376.75","376.75","0.75%"
"Dec 02, 1993","373.95","375.35","373.95","373.95","-0.35%"
"Dec 01, 1993","375.25","370.40","375.25","375.25","1.30%"
"Nov 30, 1993","370.45","370.25","370.45","370.45","0.05%"
"Nov 29, 1993","370.25","377.05","370.25","370.25","-1.79%"
"Nov 26, 1993","377.00","377.30","377.00","377.00","-0.13%"
"Nov 25, 1993","377.50","376.75","377.50","377.50","0.09%"
"Nov 24, 1993","377.15","377.25","377.15","377.15","-0.01%"
"Nov 23, 1993","377.20","378.15","377.20","377.20","-0.28%"
"Nov 22, 1993","378.25","377.90","378.25","378.25","-0.03%"
"Nov 19, 1993","378.35","376.05","378.35","378.35","0.61%"
"Nov 18, 1993","376.05","375.95","376.05","376.05","-0.08%"
