"Date","Price","Open","High","Low","Change %"
"Nov 17, 1993","376.35","373.90","376.35","376.35","0.61%"
"Nov 16, 1993","374.05","375.15","374.05","374.05","-0.32%"
"Nov 15, 1993","375.25","373.50","375.25","375.25","0.54%"
"Nov 12, 1993","373.25","376.15","373.25","373.25","-0.80%"
"Nov 11, 1993","376.25","377.25","376.25","376.25","-0.17%"
"Nov 10, 1993","376.90","376.25","376.90","376.90","0.11%"
"Nov 09, 1993","376.50","375.65","376.50","376.50","0.37%"
"Nov 08, 1993","375.10","376.55","375.10","375.10","-0.50%"
"Nov 05, 1993","377.00","371.75","377.00","377.00","1.28%"
"Nov 04, 1993","372.25","367.90","372.25","372.25","1.15%"
"Nov 03, 1993","368.00","363.20","368.00","368.00","1.39%"
"Nov 02, 1993","362.95","361.95","362.95","362.95","0.28%"
"Nov 01, 1993","361.95","369.00","361.95","361.95","-1.87%"
"Oct 29, 1993","368.85","369.25","368.85","368.85","-0.11%"
"Oct 28, 1993","369.25","369.05","369.25","369.25","0.07%"
"Oct 27, 1993","369.00","368.55","369.00","369.00","-0.16%"
"Oct 26, 1993","369.60","368.95","369.60","369.60","0.03%"
"Oct 25, 1993","369.50","370.45","369.50","369.50","-0.26%"
"Oct 22, 1993","370.45","370.45","370.45","370.45","0.04%"
"Oct 21, 1993","370.30","372.45","370.30","370.30","-0.58%"
"Oct 20, 1993","372.45","368.85","372.45","372.45","0.96%"
"Oct 19, 1993","368.90","368.15","368.90","368.90","0.18%"
"Oct 18, 1993","368.25","364.65","368.25","368.25","0.99%"
"Oct 15, 1993","364.65","364.45","364.65","364.65","-0.08%"
"Oct 14, 1993","364.95","365.25","364.95","364.95","-0.16%"
"Oct 13, 1993","365.55","366.30","365.55","365.55","-0.22%"
"Oct 12, 1993","366.35","360.05","366.35","366.35","1.69%"
"Oct 11, 1993","360.25","359.70","360.25","360.25","0.14%"
"Oct 08, 1993","359.75","356.60","359.75","359.75","0.91%"
"Oct 07, 1993","356.50","357.35","356.50","356.50","-0.13%"
"Oct 06, 1993","356.95","352.95","356.95","356.95","1.05%"
"Oct 05, 1993","353.25","353.25","353.25","353.25","0.01%"
"Oct 04, 1993","353.20","356.00","353.20","353.20","-0.58%"
"Oct 01, 1993","355.25","355.25","355.25","355.25","-0.06%"
"Sep 30, 1993","355.45","353.25","355.45","355.45","0.59%"
"Sep 29, 1993","353.35","355.85","353.35","353.35","-0.62%"
"Sep 28, 1993","355.55","354.25","355.55","355.55","0.40%"
"Sep 27, 1993","354.15","356.75","354.15","354.15","-0.96%"
"Sep 24, 1993","357.60","356.95","357.60","357.60","0.07%"
"Sep 23, 1993","357.35","354.25","357.35","357.35","0.88%"
"Sep 22, 1993","354.25","363.00","354.25","354.25","-2.60%"
"Sep 21, 1993","363.70","354.25","363.70","363.70","2.83%"
"Sep 20, 1993","353.70","350.75","353.70","353.70","0.83%"
"Sep 17, 1993","350.80","352.95","350.80","350.80","-0.61%"
"Sep 16, 1993","352.95","347.75","352.95","352.95","1.50%"
"Sep 15, 1993","347.75","345.25","347.75","347.75","0.69%"
"Sep 14, 1993","345.35","343.50","345.35","345.35","0.43%"
"Sep 13, 1993","343.88","350.38","343.88","343.88","-1.79%"
"Sep 10, 1993","350.15","354.35","350.15","350.15","-1.21%"
"Sep 09, 1993","354.45","352.00","354.45","354.45","0.74%"
"Sep 08, 1993","351.85","350.50","351.85","351.85","0.42%"
"Sep 07, 1993","350.38","364.48","350.38","350.38","-3.83%"
"Sep 06, 1993","364.35","364.50","364.35","364.35","-0.08%"
"Sep 03, 1993","364.65","363.10","364.65","364.65","0.25%"
"Sep 02, 1993","363.75","369.15","363.75","363.75","-1.56%"
"Sep 01, 1993","369.50","372.25","369.50","369.50","-0.81%"
"Aug 31, 1993","372.50","370.50","372.50","372.50","0.54%"
"Aug 30, 1993","370.50","369.25","370.50","370.50","0.27%"
"Aug 27, 1993","369.50","367.90","369.50","369.50","0.34%"
"Aug 26, 1993","368.25","372.15","368.25","368.25","-1.11%"
"Aug 25, 1993","372.40","372.00","372.40","372.40","0.14%"
"Aug 24, 1993","371.88","372.98","371.88","371.88","-0.31%"
"Aug 23, 1993","373.05","373.00","373.05","373.05","-0.19%"
"Aug 20, 1993","373.75","371.75","373.75","373.75","0.64%"
"Aug 19, 1993","371.38","374.88","371.38","371.38","-0.87%"
"Aug 18, 1993","374.65","371.95","374.65","374.65","0.71%"
"Aug 17, 1993","372.00","373.25","372.00","372.00","-0.40%"
"Aug 16, 1993","373.50","368.25","373.50","373.50","1.01%"
"Aug 13, 1993","369.75","368.00","369.75","369.75","0.61%"
"Aug 12, 1993","367.50","375.25","367.50","367.50","-2.16%"
"Aug 11, 1993","375.62","381.18","375.62","375.62","-1.50%"
"Aug 10, 1993","381.35","384.00","381.35","381.35","-0.59%"
"Aug 09, 1993","383.62","376.38","383.62","383.62","1.76%"
"Aug 06, 1993","377.00","377.50","377.00","377.00","-0.20%"
"Aug 05, 1993","377.75","399.25","377.75","377.75","-5.59%"
"Aug 04, 1993","400.10","403.05","400.10","400.10","-0.73%"
"Aug 03, 1993","403.05","406.00","403.05","403.05","-0.70%"
"Aug 02, 1993","405.88","405.62","405.88","405.88","-0.29%"
"Jul 30, 1993","407.05","400.75","407.05","407.05","1.76%"
"Jul 29, 1993","400.00","393.40","400.00","400.00","1.72%"
"Jul 28, 1993","393.25","391.25","393.25","393.25","0.49%"
"Jul 27, 1993","391.35","393.00","391.35","391.35","-0.41%"
"Jul 26, 1993","392.95","390.10","392.95","392.95","0.69%"
"Jul 23, 1993","390.25","391.80","390.25","390.25","-0.42%"
"Jul 22, 1993","391.90","389.00","391.90","391.90","0.76%"
"Jul 21, 1993","388.95","392.05","388.95","388.95","-0.79%"
"Jul 20, 1993","392.05","392.05","392.05","392.05","0.03%"
"Jul 19, 1993","391.95","392.55","391.95","391.95","-0.13%"
"Jul 16, 1993","392.45","393.75","392.45","392.45","-0.24%"
"Jul 15, 1993","393.38","390.57","393.38","393.38","0.51%"
"Jul 14, 1993","391.38","395.88","391.38","391.38","-0.89%"
"Jul 13, 1993","394.88","394.62","394.88","394.88","0.11%"
"Jul 12, 1993","394.45","390.85","394.45","394.45","0.75%"
"Jul 09, 1993","391.50","393.25","391.50","391.50","-0.57%"
"Jul 08, 1993","393.75","397.35","393.75","393.75","-0.93%"
"Jul 07, 1993","397.45","392.65","397.45","397.45","1.16%"
"Jul 06, 1993","392.90","387.65","392.90","392.90","1.30%"
"Jul 05, 1993","387.85","386.75","387.85","387.85","0.56%"
"Jul 02, 1993","385.70","386.70","385.70","385.70","-0.43%"
"Jul 01, 1993","387.38","377.27","387.38","387.38","2.69%"
"Jun 30, 1993","377.25","374.90","377.25","377.25","-0.33%"
"Jun 29, 1993","378.50","374.90","378.50","378.50","0.84%"
"Jun 28, 1993","375.35","378.25","375.35","375.35","-0.44%"
"Jun 25, 1993","377.00","374.50","377.00","377.00","0.60%"
"Jun 24, 1993","374.75","374.00","374.75","374.75","0.20%"
"Jun 23, 1993","374.00","368.75","374.00","374.00","1.39%"
"Jun 22, 1993","368.88","369.88","368.88","368.88","-0.26%"
"Jun 21, 1993","369.85","370.50","369.85","369.85","-0.38%"
"Jun 18, 1993","371.25","371.00","371.25","371.25","-0.01%"
"Jun 17, 1993","371.30","369.90","371.30","371.30","0.36%"
"Jun 16, 1993","369.98","370.12","369.98","369.98","-0.04%"
"Jun 15, 1993","370.12","365.68","370.12","370.12","1.30%"
"Jun 14, 1993","365.38","367.12","365.38","365.38","-0.24%"
"Jun 11, 1993","366.27","369.48","366.27","366.27","-0.77%"
"Jun 10, 1993","369.12","369.88","369.12","369.12","-0.31%"
"Jun 09, 1993","370.25","373.50","370.25","370.25","-0.71%"
"Jun 08, 1993","372.88","373.98","372.88","372.88","-0.27%"
"Jun 07, 1993","373.90","375.55","373.90","373.90","-0.70%"
"Jun 04, 1993","376.55","374.25","376.55","376.55","0.55%"
"Jun 03, 1993","374.50","370.00","374.50","374.50","1.25%"
"Jun 02, 1993","369.88","368.88","369.88","369.88","0.10%"
"Jun 01, 1993","369.50","379.00","369.50","369.50","-2.51%"
"May 31, 1993","379.00","379.00","379.00","379.00","0.43%"
"May 28, 1993","377.38","382.38","377.38","377.38","-1.02%"
"May 27, 1993","381.25","379.75","381.25","381.25","1.69%"
"May 26, 1993","374.90","379.50","374.90","374.90","-1.05%"
"May 25, 1993","378.88","373.88","378.88","378.88","1.27%"
"May 24, 1993","374.12","379.88","374.12","374.12","-0.92%"
"May 21, 1993","377.60","374.45","377.60","377.60","0.90%"
"May 20, 1993","374.25","372.75","374.25","374.25","0.30%"
"May 19, 1993","373.12","378.38","373.12","373.12","-1.19%"
"May 18, 1993","377.62","367.27","377.62","377.62","2.92%"
"May 17, 1993","366.90","367.45","366.90","366.90","-0.23%"
"May 14, 1993","367.75","368.35","367.75","367.75","-0.16%"
"May 13, 1993","368.35","361.35","368.35","368.35","1.97%"
"May 12, 1993","361.25","356.40","361.25","361.25","1.43%"
"May 11, 1993","356.15","355.90","356.15","356.15","0.01%"
"May 10, 1993","356.10","355.90","356.10","356.10","-0.01%"
"May 07, 1993","356.12","357.43","356.12","356.12","-0.29%"
"May 06, 1993","357.15","354.45","357.15","357.15","0.86%"
"May 05, 1993","354.10","354.25","354.10","354.10","-0.07%"
"May 04, 1993","354.35","353.75","354.35","354.35","0.23%"
"May 03, 1993","353.55","356.00","353.55","353.55","-0.58%"
"Apr 30, 1993","355.60","355.60","355.60","355.60","-0.18%"
"Apr 29, 1993","356.25","353.45","356.25","356.25","0.91%"
"Apr 28, 1993","353.05","350.05","353.05","353.05","0.89%"
"Apr 27, 1993","349.95","351.90","349.95","349.95","-0.65%"
"Apr 26, 1993","352.25","345.50","352.25","352.25","1.77%"
"Apr 23, 1993","346.12","341.38","346.12","346.12","1.61%"
"Apr 22, 1993","340.65","339.15","340.65","340.65","0.46%"
"Apr 21, 1993","339.10","339.55","339.10","339.10","-0.15%"
"Apr 20, 1993","339.60","340.10","339.60","339.60","-0.15%"
"Apr 19, 1993","340.10","338.55","340.10","340.10","0.43%"
"Apr 16, 1993","338.65","337.15","338.65","338.65","0.46%"
"Apr 15, 1993","337.10","339.00","337.10","337.10","-0.52%"
"Apr 14, 1993","338.85","337.15","338.85","338.85","0.49%"
"Apr 13, 1993","337.20","336.75","337.20","337.20","0.13%"
"Apr 12, 1993","336.75","337.75","336.75","336.75","-0.27%"
"Apr 09, 1993","337.65","337.00","337.65","337.65","0.09%"
"Apr 08, 1993","337.35","337.65","337.35","337.35","-0.09%"
"Apr 07, 1993","337.65","337.35","337.65","337.65","0.00%"
"Apr 06, 1993","337.65","339.05","337.65","337.65","-0.40%"
"Apr 05, 1993","339.00","340.95","339.00","339.00","-0.40%"
"Apr 02, 1993","340.35","338.25","340.35","340.35","0.59%"
"Apr 01, 1993","338.35","336.65","338.35","338.35","0.40%"
"Mar 31, 1993","337.00","336.55","337.00","337.00","0.12%"
"Mar 30, 1993","336.60","332.25","336.60","336.60","1.31%"
"Mar 29, 1993","332.25","332.75","332.25","332.25","-0.03%"
"Mar 26, 1993","332.35","332.45","332.35","332.35","-0.03%"
"Mar 25, 1993","332.45","332.45","332.45","332.45","0.03%"
"Mar 24, 1993","332.35","331.65","332.35","332.35","0.18%"
"Mar 23, 1993","331.75","332.55","331.75","331.75","-0.30%"
"Mar 22, 1993","332.75","331.85","332.75","332.75","0.29%"
"Mar 19, 1993","331.80","330.55","331.80","331.80","0.39%"
"Mar 18, 1993","330.50","329.25","330.50","330.50","0.44%"
"Mar 17, 1993","329.05","329.15","329.05","329.05","-0.02%"
"Mar 16, 1993","329.10","329.10","329.10","329.10","-0.02%"
"Mar 15, 1993","329.15","327.85","329.15","329.15","0.35%"
"Mar 12, 1993","328.00","327.15","328.00","328.00","0.29%"
"Mar 11, 1993","327.05","326.55","327.05","327.05","0.20%"
"Mar 10, 1993","326.40","326.95","326.40","326.40","-0.18%"
"Mar 09, 1993","327.00","327.30","327.00","327.00","-0.08%"
"Mar 08, 1993","327.25","329.75","327.25","327.25","-0.76%"
"Mar 05, 1993","329.75","328.65","329.75","329.75","0.21%"
"Mar 04, 1993","329.05","328.80","329.05","329.05","0.02%"
"Mar 03, 1993","329.00","329.55","329.00","329.00","-0.20%"
"Mar 02, 1993","329.65","328.75","329.65","329.65","0.30%"
"Mar 01, 1993","328.65","328.55","328.65","328.65","0.06%"
"Feb 26, 1993","328.45","329.45","328.45","328.45","-0.32%"
"Feb 25, 1993","329.50","329.35","329.50","329.50","0.02%"
"Feb 24, 1993","329.45","330.45","329.45","329.45","-0.35%"
"Feb 23, 1993","330.60","327.80","330.60","330.60","0.76%"
"Feb 22, 1993","328.10","330.00","328.10","328.10","-0.59%"
"Feb 19, 1993","330.05","330.35","330.05","330.05","-0.06%"
"Feb 18, 1993","330.25","330.45","330.25","330.25","-0.12%"
"Feb 17, 1993","330.65","332.35","330.65","330.65","-0.47%"
"Feb 16, 1993","332.20","328.75","332.20","332.20","1.05%"
"Feb 15, 1993","328.75","329.10","328.75","328.75","-0.06%"
"Feb 12, 1993","328.95","331.40","328.95","328.95","-0.77%"
"Feb 11, 1993","331.50","331.90","331.50","331.50","-0.18%"
"Feb 10, 1993","332.10","328.45","332.10","332.10","1.10%"
"Feb 09, 1993","328.50","328.00","328.50","328.50","0.21%"
"Feb 08, 1993","327.80","328.05","327.80","327.80","-0.05%"
"Feb 05, 1993","327.95","328.35","327.95","327.95","-0.14%"
"Feb 04, 1993","328.40","328.60","328.40","328.40","-0.11%"
"Feb 03, 1993","328.75","329.75","328.75","328.75","-0.27%"
"Feb 02, 1993","329.65","330.00","329.65","329.65","-0.06%"
"Feb 01, 1993","329.85","329.95","329.85","329.85","0.00%"
"Jan 29, 1993","329.85","330.15","329.85","329.85","-0.11%"
"Jan 28, 1993","330.20","329.75","330.20","330.20","0.11%"
"Jan 27, 1993","329.85","331.00","329.85","329.85","-0.42%"
"Jan 26, 1993","331.25","329.05","331.25","331.25","0.70%"
"Jan 25, 1993","328.95","328.75","328.95","328.95","0.06%"
"Jan 22, 1993","328.75","329.55","328.75","328.75","-0.26%"
"Jan 21, 1993","329.60","329.75","329.60","329.60","-0.09%"
"Jan 20, 1993","329.90","328.65","329.90","329.90","0.32%"
"Jan 19, 1993","328.85","329.00","328.85","328.85","0.11%"
"Jan 18, 1993","328.50","328.05","328.50","328.50","0.24%"
"Jan 15, 1993","327.70","327.80","327.70","327.70","0.00%"
"Jan 14, 1993","327.70","327.90","327.70","327.70","-0.14%"
"Jan 13, 1993","328.15","328.85","328.15","328.15","-0.23%"
"Jan 12, 1993","328.90","328.10","328.90","328.90","0.23%"
"Jan 11, 1993","328.15","329.10","328.15","328.15","-0.39%"
"Jan 08, 1993","329.45","329.40","329.45","329.45","-0.03%"
"Jan 07, 1993","329.55","330.35","329.55","329.55","-0.11%"
"Jan 06, 1993","329.90","329.15","329.90","329.90","0.20%"
"Jan 05, 1993","329.25","328.65","329.25","329.25","0.21%"
"Jan 04, 1993","328.55","333.05","328.55","328.55","-1.38%"
"Dec 31, 1992","333.15","333.35","333.15","333.15","-0.07%"
"Dec 30, 1992","333.40","333.05","333.40","333.40","0.12%"
"Dec 29, 1992","333.00","333.25","333.00","333.00","-0.08%"
"Dec 28, 1992","333.25","333.50","333.25","333.25","-0.22%"
"Dec 25, 1992","334.00","333.00","334.00","334.00","0.27%"
"Dec 24, 1992","333.10","333.30","333.10","333.10","-0.05%"
"Dec 23, 1992","333.25","332.85","333.25","333.25","0.24%"
"Dec 22, 1992","332.45","334.15","332.45","332.45","-0.52%"
"Dec 21, 1992","334.20","337.20","334.20","334.20","-0.89%"
"Dec 18, 1992","337.20","338.20","337.20","337.20","-0.31%"
"Dec 17, 1992","338.25","337.50","338.25","338.25","0.15%"
"Dec 16, 1992","337.75","334.60","337.75","337.75","0.90%"
"Dec 15, 1992","334.75","334.70","334.75","334.75","-0.01%"
"Dec 14, 1992","334.80","335.25","334.80","334.80","-0.13%"
"Dec 11, 1992","335.25","334.00","335.25","335.25","0.33%"
"Dec 10, 1992","334.15","333.95","334.15","334.15","0.09%"
"Dec 09, 1992","333.85","335.45","333.85","333.85","-0.52%"
"Dec 08, 1992","335.60","336.15","335.60","335.60","-0.16%"
"Dec 07, 1992","336.15","335.65","336.15","336.15","0.06%"
"Dec 04, 1992","335.96","335.66","335.96","335.96","0.12%"
"Dec 03, 1992","335.55","335.85","335.55","335.55","-0.10%"
"Dec 02, 1992","335.90","334.75","335.90","335.90","0.22%"
"Dec 01, 1992","335.15","334.40","335.15","335.15","0.18%"
"Nov 30, 1992","334.55","334.55","334.55","334.55","-0.06%"
"Nov 27, 1992","334.75","334.85","334.75","334.75","-0.03%"
"Nov 26, 1992","334.85","333.70","334.85","334.85","0.36%"
"Nov 25, 1992","333.65","334.85","333.65","333.65","-0.36%"
"Nov 24, 1992","334.85","334.50","334.85","334.85","0.09%"
"Nov 23, 1992","334.55","335.90","334.55","334.55","-0.27%"
"Nov 20, 1992","335.45","335.35","335.45","335.45","0.06%"
"Nov 19, 1992","335.25","334.95","335.25","335.25","0.07%"
"Nov 18, 1992","335.00","335.55","335.00","335.00","-0.13%"
"Nov 17, 1992","335.45","334.45","335.45","335.45","0.24%"
"Nov 16, 1992","334.65","336.05","334.65","334.65","-0.39%"
"Nov 13, 1992","335.95","333.75","335.95","335.95","0.90%"
"Nov 12, 1992","332.95","332.80","332.95","332.95","0.21%"
"Nov 11, 1992","332.25","330.75","332.25","332.25","0.61%"
"Nov 10, 1992","330.25","333.40","330.25","330.25","-0.93%"
"Nov 09, 1992","333.35","336.00","333.35","333.35","-0.73%"
"Nov 06, 1992","335.80","336.60","335.80","335.80","-0.28%"
"Nov 05, 1992","336.75","337.35","336.75","336.75","-0.24%"
"Nov 04, 1992","337.55","338.05","337.55","337.55","-0.12%"
"Nov 03, 1992","337.95","340.05","337.95","337.95","-0.59%"
"Nov 02, 1992","339.95","339.65","339.95","339.95","0.07%"
"Oct 30, 1992","339.70","339.50","339.70","339.70","0.01%"
"Oct 29, 1992","339.65","339.25","339.65","339.65","0.15%"
"Oct 28, 1992","339.15","337.65","339.15","339.15","0.47%"
"Oct 27, 1992","337.55","340.70","337.55","337.55","-0.94%"
"Oct 26, 1992","340.75","343.60","340.75","340.75","-0.76%"
"Oct 23, 1992","343.35","342.40","343.35","343.35","0.23%"
"Oct 22, 1992","342.55","343.75","342.55","342.55","-0.35%"
"Oct 21, 1992","343.75","343.60","343.75","343.75","0.00%"
"Oct 20, 1992","343.75","342.75","343.75","343.75","0.31%"
"Oct 19, 1992","342.70","342.80","342.70","342.70","0.13%"
"Oct 16, 1992","342.25","341.35","342.25","342.25","0.26%"
"Oct 15, 1992","341.35","342.00","341.35","341.35","-0.12%"
"Oct 14, 1992","341.75","344.45","341.75","341.75","-0.78%"
"Oct 13, 1992","344.45","346.05","344.45","344.45","-0.42%"
"Oct 12, 1992","345.90","350.95","345.90","345.90","-1.33%"
"Oct 09, 1992","350.55","350.00","350.55","350.55","0.16%"
"Oct 08, 1992","350.00","351.05","350.00","350.00","-0.24%"
"Oct 07, 1992","350.85","350.45","350.85","350.85","0.13%"
"Oct 06, 1992","350.40","350.50","350.40","350.40","-0.10%"
"Oct 05, 1992","350.75","349.00","350.75","350.75","0.63%"
"Oct 02, 1992","348.55","348.15","348.55","348.55","0.06%"
"Oct 01, 1992","348.35","348.55","348.35","348.35","-0.06%"
"Sep 30, 1992","348.55","348.95","348.55","348.55","-0.06%"
"Sep 29, 1992","348.75","348.10","348.75","348.75","0.19%"
"Sep 28, 1992","348.10","349.65","348.10","348.10","-0.34%"
"Sep 25, 1992","349.30","349.20","349.30","349.30","-0.01%"
"Sep 24, 1992","349.35","348.90","349.35","349.35","0.11%"
"Sep 23, 1992","348.95","349.90","348.95","348.95","-0.16%"
"Sep 22, 1992","349.50","347.70","349.50","349.50","0.52%"
"Sep 21, 1992","347.70","350.25","347.70","347.70","-1.01%"
"Sep 18, 1992","351.25","348.15","351.25","351.25","0.93%"
"Sep 17, 1992","348.00","349.35","348.00","348.00","-0.34%"
"Sep 16, 1992","349.20","346.45","349.20","349.20","0.85%"
"Sep 15, 1992","346.25","346.65","346.25","346.25","-0.13%"
"Sep 14, 1992","346.70","339.25","346.70","346.70","1.67%"
"Sep 11, 1992","341.00","342.25","341.00","341.00","-0.34%"
"Sep 10, 1992","342.15","342.05","342.15","342.15","0.03%"
"Sep 09, 1992","342.05","342.05","342.05","342.05","-0.12%"
"Sep 08, 1992","342.45","342.45","342.45","342.45","-0.20%"
"Sep 07, 1992","343.15","342.05","343.15","343.15","0.48%"
"Sep 04, 1992","341.50","341.40","341.50","341.50","0.10%"
"Sep 03, 1992","341.15","339.10","341.15","341.15","0.66%"
"Sep 02, 1992","338.90","340.75","338.90","338.90","-0.54%"
"Sep 01, 1992","340.75","342.35","340.75","340.75","-0.50%"
"Aug 31, 1992","342.45","340.10","342.45","342.45","0.81%"
"Aug 28, 1992","339.70","339.05","339.70","339.70","0.16%"
"Aug 27, 1992","339.15","338.25","339.15","339.15","0.22%"
"Aug 26, 1992","338.40","340.35","338.40","338.40","-0.62%"
"Aug 25, 1992","340.50","341.55","340.50","340.50","-0.38%"
"Aug 24, 1992","341.80","338.25","341.80","341.80","1.23%"
"Aug 21, 1992","337.65","337.75","337.65","337.65","-0.03%"
"Aug 20, 1992","337.75","337.75","337.75","337.75","-0.03%"
"Aug 19, 1992","337.85","336.25","337.85","337.85","0.49%"
"Aug 18, 1992","336.20","337.35","336.20","336.20","-0.31%"
"Aug 17, 1992","337.25","336.10","337.25","337.25","0.51%"
"Aug 14, 1992","335.55","335.25","335.55","335.55","0.13%"
"Aug 13, 1992","335.10","340.60","335.10","335.10","-1.51%"
"Aug 12, 1992","340.25","347.95","340.25","340.25","-2.20%"
"Aug 11, 1992","347.90","350.05","347.90","347.90","-0.64%"
"Aug 10, 1992","350.15","350.85","350.15","350.15","-0.13%"
"Aug 07, 1992","350.60","349.55","350.60","350.60","0.30%"
"Aug 06, 1992","349.55","349.75","349.55","349.55","-0.03%"
"Aug 05, 1992","349.65","353.05","349.65","349.65","-0.99%"
"Aug 04, 1992","353.15","353.35","353.15","353.15","-0.03%"
"Aug 03, 1992","353.25","358.25","353.25","353.25","-1.29%"
